Nhiệt_độ_C,Độ_ẩm_%,Lượng_mưa_mm,Độ_ẩm_đất,Chiều_cao_triều_m,Lượng_mưa_mm_lag1,Lượng_mưa_mm_lag2,Lượng_mưa_tích_luỹ_3_ngày,Nguy_cơ_ngập
-0.5368279541315956,0.4451691454458763,-0.39855763873010974,-0.45877392572147335,-0.3095899126605427,-0.3985479937804561,-0.39857676518854035,-0.5376577854611028,0
-2.2225693237661193,0.28256869200946005,-0.32152870620474433,0.9160303126937374,-0.26439439744239557,-0.2830047085092533,0.03608999825686986,-0.2555922298745151,0
-2.121436204859835,1.072875521063342,-0.08493984201969355,1.0751898824320751,-0.3095899126605427,0.2892096566433698,0.6798369770304521,0.3976122146417952,0
0.9455108505116355,-1.1794545117913542,-0.39855763873010974,-0.5991210134832343,-0.26439439744239557,-0.3985479937804561,-0.3600619886807192,-0.5203379706443826,0
-1.7737200881708133,0.5013464574510282,-0.37654937229429103,0.9348427946703137,-0.6259585191875722,-0.13444905601770696,-0.07395222033690488,-0.26301500765310953,0
2.021044525172286,-2.6320357785837256,-0.39855763873010974,-0.805759704400551,-0.26439439744239557,-0.3985479937804561,-0.39857676518854035,-0.5376577854611028,0
-0.39705971114875455,1.145493620681303,2.556052130278548,1.1032592999844275,3.0857231681027577,2.247943445050426,1.4006135088196767,2.790220918608727,2
-0.27433637584674697,1.1556145502807214,0.905432147592147,1.078175990682325,1.053808129753561,0.2837075954399792,1.0869931858274187,1.0235998073032555,2
0.8119924070117663,-0.7440225980141444,-0.39855763873010974,0.2910378559163621,-0.26439439744239557,-0.04091401556006663,0.3882250977569489,-0.02301185947855775,0
-0.38399194859344843,0.9759342370604706,-0.39855763873010974,0.8118151347600039,-0.3095899126605427,-0.2775026473058627,0.43774409612414766,-0.10713667430262677,0
0.4716624169844397,0.26243997521233003,-0.1344584415002856,-0.20167000537492732,0.8447788718696307,-0.12894699481431632,-0.321547212172898,-0.2630150076531095,0
0.4313228021397982,0.5090185431149339,-0.23349564046146964,0.8769122946154592,-0.9460934186494477,0.6743539408807123,0.1186216622022008,0.2516309183294366,0
-1.0987417440097704,0.5349323722240004,-0.327030772813699,0.45736408545530005,-0.26439439744239557,-0.3985479937804561,-0.343555655891653,-0.48074982249187964,2
0.16712673308686482,0.7275585455384335,-0.02991917593014685,-0.3587392993380902,-0.3095899126605427,0.25069522821963547,0.16263854963971072,0.17245462202442904,0
-0.6050075848549331,0.7517900654168987,0.9934652133354218,0.9088636528931368,2.4002578539608592,-0.38754387137367485,0.4102335414757039,0.4569944368705494,2
0.9886912833030841,-0.523106697275383,-0.10694810845551225,0.1790587965319781,-0.26439439744239557,-0.3985479937804561,0.2946892119522404,-0.0947653780049702,0
0.011449909601910668,0.7721799899000977,0.322213087042952,0.28894758014118715,-0.1909516852129066,-0.38204181017028427,-0.3270493231025868,-0.17394167430997526,0
1.1886848667582062,-1.2555857833935486,-0.39855763873010974,-0.672877887264415,-0.26439439744239557,-0.37103768776350304,-0.28853454659476563,-0.47580130397281606,0
-1.1941932270224436,0.5881088634521143,-0.227993573852515,0.9694816503732167,1.9257049441703151,-0.013403709543113596,-0.33805354496196427,-0.26054074839357805,0
-0.131727314917098,0.7988363747471614,-0.0794377754107389,-1.3770022126734218,-0.3095899126605427,-0.06842432157701966,-0.24451765915725573,-0.176415933569508,0
1.196070993419902,-1.3436837340220664,0.008595290332535846,-0.6185307171098611,-0.3095899126605427,-0.3930459325770655,-0.39857676518854035,-0.3520883409962411,0
0.5693865543545563,-0.044701683537676326,0.052611823204173146,0.4173502349019473,-0.5826461504368481,0.09113545332130796,0.26717865730379675,0.18482591832208634,0
-1.4089590638009575,0.208981701183817,-0.39855763873010974,-0.9284887534858358,-0.3095899126605427,-0.3985479937804561,-0.321547212172898,-0.5030181558276622,0
0.38302889704410004,0.5100845799989846,-0.1674708411540136,-1.3725230502980466,-0.3095899126605427,-0.21147791286517545,-0.39857676518854035,-0.349614081736711,0
1.8193464509490802,-2.8779267912946094,-0.3380349060316084,-0.6248015444353863,-0.3095899126605427,-0.2940088309160346,-0.39857676518854035,-0.4634300076751571,0
-0.32831191683605626,0.5344350550828879,-0.261005973506243,0.9414122328208644,-0.3095899126605427,-0.018905770746504184,0.1516343277803333,-0.05765148911199603,0
-0.5266010095230954,0.3013971140896064,-0.10694810845551225,-0.3897948251406924,-0.26439439744239557,-0.2609964636956909,-0.38757254332916286,-0.3397170446985855,0
-0.6163708566421564,0.5387995310588308,2.379985998791999,0.016315896893340044,-0.3095899126605427,0.8339137157790398,-0.20600288264943456,1.3526762888209414,1
1.5790132526493148,-2.362906742588391,-0.39855763873010974,-2.044696017429376,-0.3095899126605427,-0.3985479937804561,-0.39857676518854035,-0.5376577854611028,0
0.6438159845608676,0.14368433963157043,-0.2995204397689256,0.6953569130002446,-0.6259585191875722,-0.21697997406856606,0.41023354147570396,-0.04775445207387185,0
-0.6942092683846335,0.5155448201452751,-0.2059853074166963,-0.259301894604757,-0.6259585191875722,-0.10143668879736328,-0.23901554822756696,-0.2456951928363892,0
1.0835746027263946,-1.3787413613438806,-0.39855763873010974,-0.1736005878225754,-0.6259585191875722,-0.17296348444144116,-0.39857676518854035,-0.4362131558203124,0
-1.4504350058243203,0.683115128654712,-0.16196877454505895,0.7777735007071509,-0.3095899126605427,-0.3930459325770655,-0.39857676518854035,-0.42879037804171743,0
-0.299335573778637,0.4351015904658581,0.09662835607581054,0.940516400345789,-0.26439439744239557,-0.25549440249230027,-0.26652610287601064,-0.19126148912669677,0
-1.796446631745259,0.12947973577325295,0.5257895515742749,0.9061761554679114,-0.3095899126605427,-0.23348615767873787,-0.3655640996104079,-0.03290889651668193,0
1.3483388353686896,-1.5465376230229144,-0.39855763873010974,-0.3763573380145666,-0.4753068017937486,-0.3490294429499406,-0.321547212172898,-0.48074982249187737,0
-2.2589317934852335,0.03663463138755529,-0.25000184028833367,1.0253218746528965,-0.3095899126605427,-0.035411954356676,1.4446303962571865,0.5213251776183686,0
1.010849663288168,-0.767144678433603,-0.3875535055122004,0.34866974514619176,-0.3095899126605427,0.6028271452366344,-0.2005007717197458,0.0066792516358222575,0
-1.1941932270224436,1.415872496994166,3.034731925257604,1.0910162561584016,-0.6259585191875722,3.937076234491342,1.3896092869602992,3.7601305483450633,0
-0.7748884980739166,0.3612472705467276,-0.39855763873010974,0.6305583639698148,1.0895879126345942,-0.30501295332281575,0.17364277149908827,-0.23827241505779412,0
-0.9476102292397062,0.6266787876133848,0.06361595642208255,0.8136067997101543,1.987848777595268,0.21768286099929188,-0.321547212172898,-0.018063340959494387,0
1.755143965351271,-3.0863944899261644,-0.3380349060316084,-0.5370099618780294,-0.8387540700063483,-0.3655356265601124,-0.26652610287601064,-0.43621315582031195,0
-1.9328058931919343,1.116142190642587,1.158527211604062,1.0901204236833262,3.0800737287004893,0.5643127168129002,-0.1949986607900571,0.6871005480069762,1
-1.2015793536841375,0.20209683588375796,-0.39855763873010974,0.37853082764869406,-0.6259585191875722,-0.3985479937804561,-0.39857676518854035,-0.5376577854611028,0
0.2586010709740096,0.5025684451344961,-0.14546257471819496,0.7090930109513954,-0.26439439744239557,-0.35453150415333123,-0.3270493231025868,-0.3718824150724939,0
0.6591564014736182,0.14335113977245995,-0.035421242539101554,-1.6914394114247724,-0.3095899126605427,-0.37653974896689363,-0.1949986607900571,-0.2729120446912353,0
1.1131191093731745,-0.91309691191473,-0.39855763873010974,-2.2904527264249706,-0.3095899126605427,-0.3985479937804561,-0.29403665752445435,-0.4906468595300054,0
-0.949314720007789,0.9702437278990218,-0.37654937229429103,0.6347389155201647,-0.26439439744239557,-0.3930459325770655,-0.38757254332916286,-0.5203379706443833,0
0.13792298823444019,0.5048182304812443,5.334595767800656,0.5926347891916366,-0.3095899126605427,-0.3985479937804561,-0.321547212172898,2.0405203629706903,1
0.7125637788735659,-0.07968931309533854,-0.3325328394226537,0.9584330498472908,-0.6259585191875722,-0.22248203527195665,0.8008834174836043,0.11059814053614271,0
-1.499297074509379,0.7674731711051246,-0.15646670793610426,0.8354053899369805,-0.26439439744239557,-0.1784655456448318,-0.37656832146978536,-0.31992297062233394,0
0.16371775155069812,0.696161413915167,0.1901634884280399,0.6723638794733175,-0.3095899126605427,0.25619728942302616,-0.134475440563481,0.1402892516505206,0
-0.24876901432549536,0.29434914022705155,-0.09044190862864825,-2.5627857988477922,2.940720890111202,0.4597735539484786,2.4240061417417813,1.2561801776992145,0
-1.5032742196349074,-0.6028029356145835,-0.3875535055122004,-0.6471973563122634,-0.3095899126605427,0.44876943154169735,0.6028074240148097,0.2986418442605342,0
-0.7271627565675801,0.4470230659613914,-0.39855763873010974,0.5597875984388839,0.8975069729574692,-0.3985479937804561,-0.39857676518854035,-0.5376577854611028,0
0.3040541581229017,0.492837761015632,-0.39855763873010974,0.3659891729976432,-0.1871853922780609,-0.3985479937804561,-0.39857676518854035,-0.5376577854611028,0
-1.7089494389836424,-0.28549775074460465,-0.30502250637788036,-0.7561903074463971,2.5377275460827238,-0.23348615767873787,-0.22250921543850077,-0.34219130395811675,0
0.04440339778485726,0.38633470044205137,-0.3380349060316084,0.4427321550290743,-0.26439439744239557,-0.34902944294994065,-0.3270493231025868,-0.4560072298965646,0
0.020540527031688502,0.7482321044441388,0.11313455590267459,0.5556070468885332,-0.7257652819609804,-0.18946966805161303,-0.39857676518854035,-0.21352982246248006,0
-1.7112220933410869,-0.3246785904451793,-0.14546257471819496,1.0023288411259692,-0.26439439744239557,0.19017255498233884,-0.3160451012432093,-0.12198222985981642,0
-1.8305364471069279,0.9587685071498264,0.21217175486385859,0.9954607921503937,1.9916150705301132,0.10764163693147973,0.1516343277803333,0.2120427701769329,0
0.743244612699068,-0.4344446559592016,-0.39855763873010974,-2.258202757322268,-0.3095899126605427,-0.3985479937804561,-0.39857676518854035,-0.5376577854611028,0
0.16599040590814162,0.8346804071663715,0.1681552219922213,1.0420440808542974,-0.26439439744239557,0.5368024107959471,-0.03543744382908376,0.301116103520065,0
-0.02207174217039752,0.7947707515008104,-0.39855763873010974,0.7604540728556999,-0.26439439744239557,-0.38754387137367485,-0.13997755149316973,-0.4164190817440608,0
1.7369627304917132,-3.4045706142730556,-0.39855763873010974,-0.6570515135380889,-0.26439439744239557,-0.22248203527195665,-0.2995387684541431,-0.41394482248452996,0
-0.20672490871276997,0.8323939164052276,0.019599423550445146,-0.3509754178874396,-0.3095899126605427,0.13515194294843275,14.473629077760114,6.5783118449514095,0
-1.5487273067837994,0.9140300835675087,1.0154734797712404,0.9288705781698131,-0.26439439744239557,0.16816431016877648,-0.39857676518854035,0.3530755479702261,0
-1.2078291531671113,0.36814022402694424,-0.39855763873010974,-0.7639541888970477,-0.3095899126605427,-0.3215191369329876,-0.14547966242285842,-0.38920222988921443,0
